Legacy_OrganizationName,Legacy_OrganizationID,Legacy_ProgramName,Legacy_ProgramID,Clarity_AgencyID,Clarity_AgencyName,Clarity_ProgramID,Clarity_ProgramName
"Pickaway County Community Action Organization, Inc.",63,Pickaway - Pickaway County CAO - HCRP RRH,974,17,"Pickaway County Community Action Organization, Inc.",263,Pickaway - Pickaway County CAO - HCRP RRH
"Pickaway County Community Action Organization, Inc.",63,Pickaway - Pickaway County CAO - HCRP HP,975,17,"Pickaway County Community Action Organization, Inc.",264,Pickaway - Pickaway County CAO - HCRP HP
Ashtabula County Mental Health and Recovery Services Board,69,Ashtabula - Ashtabula County MHRSB - Hotel/Motel Overflow Voucher - ES,1580,18,Ashtabula County Mental Health and Recovery Services Board,459,Ashtabula - Ashtabula County MHRSB - Hotel/Motel Overflow Voucher - ES
Ashtabula County Mental Health and Recovery Services Board,69,Ashtabula - MHRSB - Ashtabula SPC Vouchers - PSH,170,18,Ashtabula County Mental Health and Recovery Services Board,52,Ashtabula - MHRSB - Ashtabula SPC Vouchers - PSH
"Family Violence Prevention Center of Greene County, Inc.",7,Greene - Family Violence Prevention Center - Hagler Hall- ES - DV,1301,5,"Family Violence Prevention Center of Greene County, Inc.",395,Greene - Family Violence Prevention Center - Hagler Hall- ES - DV
"Family Violence Prevention Center of Greene County, Inc.",7,Greene - Family Violence Prevention Center - Supportive Services - TH - DV,30,5,"Family Violence Prevention Center of Greene County, Inc.",8,Greene - Family Violence Prevention Center - Supportive Services - TH - DV
The Main Place,705,Licking - The Main Place - The Place Next Door - PSH,1693,95,The Main Place,493,Licking - The Main Place - The Place Next Door - PSH
The Main Place,705,Licking - The Main Place - The Place Next Door - Services Only,2176,95,The Main Place,795,Licking - The Main Place - The Place Next Door - Services Only
The Main Place,705,zzLicking - The Main Place - Transitional Housing - TH,706,95,The Main Place,133,zzLicking - The Main Place - Transitional Housing - TH
The Main Place,705,zzLicking - The Main Place - Bridges - PSH,768,95,The Main Place,167,zzLicking - The Main Place - Bridges - PSH
"Ironton Lawrence County Area CAO, Inc.",71,Lawrence - Ironton Lawrence CAO - One Stop TH Program - TH,138,19,"Ironton Lawrence County Area CAO, Inc.",41,Lawrence - Ironton Lawrence CAO - One Stop TH Program - TH
"Ironton Lawrence County Area CAO, Inc.",71,Lawrence - Ironton Lawrence CAO - Targeted RRH,2079,19,"Ironton Lawrence County Area CAO, Inc.",724,Lawrence - Ironton Lawrence CAO - Targeted RRH
"Ironton Lawrence County Area CAO, Inc.",71,Lawrence - Ironton Lawrence CAO - OHFA ERA - not homeless dedicated,2142,19,"Ironton Lawrence County Area CAO, Inc.",761,Lawrence - Ironton Lawrence CAO - OHFA ERA - not homeless dedicated
Family Promise of Delaware County,716,Delaware - Family Promise of Delaware County - IHN - ES Overflow,2413,96,Family Promise of Delaware County,975,Delaware - Family Promise of Delaware County - IHN - ES Overflow
Family Promise of Delaware County,716,Delaware - Family Promise of Delaware County - IHN - ES,717,96,Family Promise of Delaware County,138,Delaware - Family Promise of Delaware County - IHN - ES
Behavioral Healthcare Partners of Central Ohio,72,Licking - Behavioral Healthcare Partners of Central Ohio - hotel/motel voucher overflow - ES,1575,20,Behavioral Healthcare Partners of Central Ohio,455,Licking - Behavioral Healthcare Partners of Central Ohio - hotel/motel voucher overflow - ES
Behavioral Healthcare Partners of Central Ohio,72,zzLicking - Behavioral Healthcare Partners of Central Ohio - Emergency Housing - CDBG,1659,20,Behavioral Healthcare Partners of Central Ohio,471,zzLicking - Behavioral Healthcare Partners of Central Ohio - Emergency Housing - CDBG
Behavioral Healthcare Partners of Central Ohio,72,Licking - Behavioral Healthcare Partners of Central Ohio - Region 9 RRH,2069,20,Behavioral Healthcare Partners of Central Ohio,719,Licking - Behavioral Healthcare Partners of Central Ohio - Region 9 RRH
Behavioral Healthcare Partners of Central Ohio,72,Knox - Behavioral Healthcare Partners of Central Ohio - Targeted RRH,2136,20,Behavioral Healthcare Partners of Central Ohio,755,Knox - Behavioral Healthcare Partners of Central Ohio - Targeted RRH
Behavioral Healthcare Partners of Central Ohio,72,Licking - Behavioral Healthcare Partners of Central Ohio - Targeted RRH,2146,20,Behavioral Healthcare Partners of Central Ohio,765,Licking - Behavioral Healthcare Partners of Central Ohio - Targeted RRH
Behavioral Healthcare Partners of Central Ohio,72,Knox - Behavioral Healthcare Partners of Central Ohio - TANF HP,2225,20,Behavioral Healthcare Partners of Central Ohio,842,Knox - Behavioral Healthcare Partners of Central Ohio - TANF HP
Behavioral Healthcare Partners of Central Ohio,72,Licking - Behavioral Healthcare Partners of Central Ohio - TANF HP,2226,20,Behavioral Healthcare Partners of Central Ohio,843,Licking - Behavioral Healthcare Partners of Central Ohio - TANF HP
Behavioral Healthcare Partners of Central Ohio,72,zzLicking - Behavioral Healthcare Partners of Central Ohio - HA TH  Grant 9 - TH,535,20,Behavioral Healthcare Partners of Central Ohio,118,zzLicking - Behavioral Healthcare Partners of Central Ohio - HA TH  Grant 9 - TH
Behavioral Healthcare Partners of Central Ohio,72,zzLicking - Behavioral Healthcare Partners of Central Ohio- ODSA Bridge fund program - PSH,769,20,Behavioral Healthcare Partners of Central Ohio,168,zzLicking - Behavioral Healthcare Partners of Central Ohio- ODSA Bridge fund program - PSH
Behavioral Healthcare Partners of Central Ohio,72,Knox - Behavioral Healthcare Partners of Central Ohio - HCRP RRH,990,20,Behavioral Healthcare Partners of Central Ohio,277,Knox - Behavioral Healthcare Partners of Central Ohio - HCRP RRH
Behavioral Healthcare Partners of Central Ohio,72,Knox - Behavioral Healthcare Partners of Central Ohio - HCRP HP,991,20,Behavioral Healthcare Partners of Central Ohio,278,Knox - Behavioral Healthcare Partners of Central Ohio - HCRP HP
Behavioral Healthcare Partners of Central Ohio,72,Licking - Behavioral Healthcare Partners of Central Ohio - HCRP RRH,992,20,Behavioral Healthcare Partners of Central Ohio,279,Licking - Behavioral Healthcare Partners of Central Ohio - HCRP RRH
Behavioral Healthcare Partners of Central Ohio,72,Licking - Behavioral Healthcare Partners of Central Ohio - HCRP HP,993,20,Behavioral Healthcare Partners of Central Ohio,280,Licking - Behavioral Healthcare Partners of Central Ohio - HCRP HP
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - Neighborhood Stabilization Program - PSH,1011,21,Interfaith Hospitality Network of Springfield,296,Clark - IHN of Clark County - Neighborhood Stabilization Program - PSH
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - City Project - HCRP RRH,1013,21,Interfaith Hospitality Network of Springfield,298,Clark - IHN of Clark County - City Project - HCRP RRH
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - Hartley House Overflow - ES - Voucher,1021,21,Interfaith Hospitality Network of Springfield,303,Clark - IHN of Clark County - Hartley House Overflow - ES - Voucher
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - Mulberry Terrace - PSH,1308,21,Interfaith Hospitality Network of Springfield,399,Clark - IHN of Clark County - Mulberry Terrace - PSH
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - Targeted RRH,1878,21,Interfaith Hospitality Network of Springfield,574,Clark - IHN of Clark County - Targeted RRH
Interfaith Hospitality Network of Springfield,73,Greene - IHN of Clark County - HCRP RRH,2092,21,Interfaith Hospitality Network of Springfield,734,Greene - IHN of Clark County - HCRP RRH
Interfaith Hospitality Network of Springfield,73,Greene - IHN of Clark County - Targeted RRH,2094,21,Interfaith Hospitality Network of Springfield,735,Greene - IHN of Clark County - Targeted RRH
Interfaith Hospitality Network of Springfield,73,Greene - IHN of Clark County - HCRP HP,2095,21,Interfaith Hospitality Network of Springfield,736,Greene - IHN of Clark County - HCRP HP
Interfaith Hospitality Network of Springfield,73,Greene - IHN of Clark County - ES Overflow,2121,21,Interfaith Hospitality Network of Springfield,743,Greene - IHN of Clark County - ES Overflow
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - TANF HP,2150,21,Interfaith Hospitality Network of Springfield,769,Clark - IHN of Clark County - TANF HP
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - TANF RRH,2151,21,Interfaith Hospitality Network of Springfield,770,Clark - IHN of Clark County - TANF RRH
Interfaith Hospitality Network of Springfield,73,Greene - IHN of Clark County - TANF HP,2179,21,Interfaith Hospitality Network of Springfield,798,Greene - IHN of Clark County - TANF HP
Interfaith Hospitality Network of Springfield,73,Greene - IHN of Clark County - TANF RRH,2180,21,Interfaith Hospitality Network of Springfield,799,Greene - IHN of Clark County - TANF RRH
Interfaith Hospitality Network of Springfield,73,Greene - IHN of Clark County - ESG-CV RRH,2279,21,Interfaith Hospitality Network of Springfield,895,Greene - IHN of Clark County - ESG-CV RRH
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - ESG-CV HP,2288,21,Interfaith Hospitality Network of Springfield,904,Clark - IHN of Clark County - ESG-CV HP
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - ESG-CV RRH,2289,21,Interfaith Hospitality Network of Springfield,905,Clark - IHN of Clark County - ESG-CV RRH
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - Norm's Place - ES,288,21,Interfaith Hospitality Network of Springfield,85,Clark - IHN of Clark County - Norm's Place - ES
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - Hartley House - ES,325,21,Interfaith Hospitality Network of Springfield,90,Clark - IHN of Clark County - Hartley House - ES
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - PHSS Program - PSH,542,21,Interfaith Hospitality Network of Springfield,119,Clark - IHN of Clark County - PHSS Program - PSH
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - ILSA - TH,543,21,Interfaith Hospitality Network of Springfield,120,Clark - IHN of Clark County - ILSA - TH
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - Norm's Place Overflow - ES - Voucher,728,21,Interfaith Hospitality Network of Springfield,146,Clark - IHN of Clark County - Norm's Place Overflow - ES - Voucher
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - HCRP RRH,948,21,Interfaith Hospitality Network of Springfield,238,Clark - IHN of Clark County - HCRP RRH
Interfaith Hospitality Network of Springfield,73,Clark - IHN of Clark County - HCRP HP,949,21,Interfaith Hospitality Network of Springfield,239,Clark - IHN of Clark County - HCRP HP
Trumbull County Mental Health and Recovery Board,78,Trumbull - Trumbull County MH&RB - HCRP RRH,1359,22,Trumbull County Mental Health and Recovery Board,427,Trumbull - Trumbull County MH&RB - HCRP RRH
Trumbull County Mental Health and Recovery Board,78,Trumbull - Trumbull County MH&RB - Joey's Landing - PSH,145,22,Trumbull County Mental Health and Recovery Board,44,Trumbull - Trumbull County MH&RB - Joey's Landing - PSH
Trumbull County Mental Health and Recovery Board,78,zzTrumbull - Trumbull County MH&RB - Shelter Plus Care for homeless persons with disabilities - PSH,548,22,Trumbull County Mental Health and Recovery Board,122,zzTrumbull - Trumbull County MH&RB - Shelter Plus Care for homeless persons with disabilities - PSH
Trumbull County Mental Health and Recovery Board,78,zzTrumbull - Trumbull County MH&RB - New Shelter Plus Care Vouchers - PSH,763,22,Trumbull County Mental Health and Recovery Board,165,zzTrumbull - Trumbull County MH&RB - New Shelter Plus Care Vouchers - PSH
Trumbull County Mental Health and Recovery Board,78,zzTrumbull - Trumbull County MH&RB - New Shelter Plus Care Chronic - PSH,764,22,Trumbull County Mental Health and Recovery Board,166,zzTrumbull - Trumbull County MH&RB - New Shelter Plus Care Chronic - PSH
Trumbull County Mental Health and Recovery Board,78,Trumbull - Trumbull County MH&RB - Shelter Plus Care Vouchers - PSH,774,22,Trumbull County Mental Health and Recovery Board,171,Trumbull - Trumbull County MH&RB - Shelter Plus Care Vouchers - PSH
West Ohio Community Action Partnership,784,Allen - West Ohio CAP - ES Overflow,2258,97,West Ohio Community Action Partnership,875,Allen - West Ohio CAP - ES Overflow
West Ohio Community Action Partnership,784,Allen - West Ohio CAP - ESG-CV HP,2259,97,West Ohio Community Action Partnership,876,Allen - West Ohio CAP - ESG-CV HP
West Ohio Community Action Partnership,784,Allen - West Ohio CAP - ESG-CV RRH,2260,97,West Ohio Community Action Partnership,877,Allen - West Ohio CAP - ESG-CV RRH
West Ohio Community Action Partnership,784,Allen - West Ohio CAP - Youth Targeted RRH,2290,97,West Ohio Community Action Partnership,906,Allen - West Ohio CAP - Youth Targeted RRH
West Ohio Community Action Partnership,784,Allen - West Ohio CAP - TANF - HP,2432,97,West Ohio Community Action Partnership,991,Allen - West Ohio CAP - TANF - HP
West Ohio Community Action Partnership,784,Allen - West Ohio CAP - TANF - RRH,2433,97,West Ohio Community Action Partnership,992,Allen - West Ohio CAP - TANF - RRH
West Ohio Community Action Partnership,784,Allen - West Ohio CAP - HCRP RRH,913,97,West Ohio Community Action Partnership,217,Allen - West Ohio CAP - HCRP RRH
West Ohio Community Action Partnership,784,Allen - West Ohio CAP - HCRP HP,914,97,West Ohio Community Action Partnership,218,Allen - West Ohio CAP - HCRP HP
Integrated Services for Behavioral Health,789,Perry - Integrated Services - HCRP RRH,1003,98,Integrated Services for Behavioral Health,288,Perry - Integrated Services - HCRP RRH
Integrated Services for Behavioral Health,789,Perry - Integrated Services - HCRP HP,1004,98,Integrated Services for Behavioral Health,289,Perry - Integrated Services - HCRP HP
Integrated Services for Behavioral Health,789,Jackson - Integrated Services - HCRP HP,1005,98,Integrated Services for Behavioral Health,290,Jackson - Integrated Services - HCRP HP
Integrated Services for Behavioral Health,789,Jackson - Integrated Services - HCRP RRH,1006,98,Integrated Services for Behavioral Health,291,Jackson - Integrated Services - HCRP RRH
Integrated Services for Behavioral Health,789,Hocking - Integrated Services - HCRP HP,1007,98,Integrated Services for Behavioral Health,292,Hocking - Integrated Services - HCRP HP
Integrated Services for Behavioral Health,789,Hocking - Integrated Services - HCRP RRH,1008,98,Integrated Services for Behavioral Health,293,Hocking - Integrated Services - HCRP RRH
Integrated Services for Behavioral Health,789,Meigs - Integrated Services - HCRP HP,1009,98,Integrated Services for Behavioral Health,294,Meigs - Integrated Services - HCRP HP
Integrated Services for Behavioral Health,789,Meigs - Integrated Services - HCRP RRH,1010,98,Integrated Services for Behavioral Health,295,Meigs - Integrated Services - HCRP RRH
Integrated Services for Behavioral Health,789,Athens - Integrated Services - Charles Place - PSH,1780,98,Integrated Services for Behavioral Health,529,Athens - Integrated Services - Charles Place - PSH
Integrated Services for Behavioral Health,789,Athens - Integrated Services - YHDP RRH,1860,98,Integrated Services for Behavioral Health,558,Athens - Integrated Services - YHDP RRH
Integrated Services for Behavioral Health,789,Gallia - Integrated Services - HCRP HP,1865,98,Integrated Services for Behavioral Health,562,Gallia - Integrated Services - HCRP HP
Integrated Services for Behavioral Health,789,Gallia - Integrated Services - HCRP RRH,1866,98,Integrated Services for Behavioral Health,563,Gallia - Integrated Services - HCRP RRH
Integrated Services for Behavioral Health,789,Vinton - Integrated Services - HCRP HP,1867,98,Integrated Services for Behavioral Health,564,Vinton - Integrated Services - HCRP HP
Integrated Services for Behavioral Health,789,Vinton - Integrated Services - HCRP RRH,1868,98,Integrated Services for Behavioral Health,565,Vinton - Integrated Services - HCRP RRH
Integrated Services for Behavioral Health,789,Vinton - Integrated Services - YHDP RRH,1902,98,Integrated Services for Behavioral Health,590,Vinton - Integrated Services - YHDP RRH
Integrated Services for Behavioral Health,789,Meigs - Integrated Services - YHDP RRH,1903,98,Integrated Services for Behavioral Health,591,Meigs - Integrated Services - YHDP RRH
Integrated Services for Behavioral Health,789,Jackson - Integrated Services - YHDP RRH,1904,98,Integrated Services for Behavioral Health,592,Jackson - Integrated Services - YHDP RRH
Integrated Services for Behavioral Health,789,Gallia - Integrated Services - YHDP RRH,1905,98,Integrated Services for Behavioral Health,593,Gallia - Integrated Services - YHDP RRH
Integrated Services for Behavioral Health,789,Athens - Integrated Services - AP,2011,98,Integrated Services for Behavioral Health,681,Athens - Integrated Services - AP
Integrated Services for Behavioral Health,789,Athens - Integrated Services - Region 17 Pandemic Emergency Fund - ES Overflow,2122,98,Integrated Services for Behavioral Health,744,Athens - Integrated Services - Region 17 Pandemic Emergency Fund - ES Overflow
Integrated Services for Behavioral Health,789,Athens - Integrated Services - ODH Youth SSO,2154,98,Integrated Services for Behavioral Health,773,Athens - Integrated Services - ODH Youth SSO
Integrated Services for Behavioral Health,789,Athens - Integrated Services - OHFA ERA - not homeless dedicated,2189,98,Integrated Services for Behavioral Health,808,Athens - Integrated Services - OHFA ERA - not homeless dedicated
Integrated Services for Behavioral Health,789,Athens - Integrated Services - ESG-CV RRH,2253,98,Integrated Services for Behavioral Health,870,Athens - Integrated Services - ESG-CV RRH
Integrated Services for Behavioral Health,789,Athens - Integrated Services - ESG-CV HP,2254,98,Integrated Services for Behavioral Health,871,Athens - Integrated Services - ESG-CV HP
Integrated Services for Behavioral Health,789,Athens - Integrated Services - Graham Drive Family Housing - PSH,864,98,Integrated Services for Behavioral Health,182,Athens - Integrated Services - Graham Drive Family Housing - PSH
Integrated Services for Behavioral Health,789,Athens - Integrated Services - HCRP RRH,952,98,Integrated Services for Behavioral Health,242,Athens - Integrated Services - HCRP RRH
Integrated Services for Behavioral Health,789,Athens - Integrated Services - HCRP HP,953,98,Integrated Services for Behavioral Health,243,Athens - Integrated Services - HCRP HP
Catholic Charities Diocese of Toledo,79,Richland - Catholic Charities Diocese of Toledo - HCRP HP,1015,23,Catholic Charities Diocese of Toledo,300,Richland - Catholic Charities Diocese of Toledo - HCRP HP
Catholic Charities Diocese of Toledo,79,Huron - Catholic Charities Toledo - Miriam House Transitional Housing - TH,122,23,Catholic Charities Diocese of Toledo,32,Huron - Catholic Charities Toledo - Miriam House Transitional Housing - TH
Catholic Charities Diocese of Toledo,79,Richland - Catholic Charities Diocese of Toledo - HCRP RRH,1776,23,Catholic Charities Diocese of Toledo,526,Richland - Catholic Charities Diocese of Toledo - HCRP RRH
Catholic Charities Diocese of Toledo,79,Huron - Catholic Charities Diocese of Toledo - HCRP RRH,903,23,Catholic Charities Diocese of Toledo,207,Huron - Catholic Charities Diocese of Toledo - HCRP RRH
Catholic Charities Diocese of Toledo,79,Huron - Catholic Charities Diocese of Toledo - HCRP HP,904,23,Catholic Charities Diocese of Toledo,208,Huron - Catholic Charities Diocese of Toledo - HCRP HP
Community Action Commission of Fayette County,8,Fayette - CAC of Fayette County - Motel Voucher- ES,172,6,Community Action Commission of Fayette County,53,Fayette - CAC of Fayette County - Motel Voucher- ES
Community Action Commission of Fayette County,8,Fayette - CAC of Fayette County - Fayette Landing - PSH,1751,6,Community Action Commission of Fayette County,514,Fayette - CAC of Fayette County - Fayette Landing - PSH
Community Action Commission of Fayette County,8,Fayette - CAC of Fayette County - Stable Futures - PSH,1884,6,Community Action Commission of Fayette County,580,Fayette - CAC of Fayette County - Stable Futures - PSH
Community Action Commission of Fayette County,8,Fayette - CAC of Fayette County - Singles Targeted RRH,2083,6,Community Action Commission of Fayette County,728,Fayette - CAC of Fayette County - Singles Targeted RRH
Community Action Commission of Fayette County,8,Fayette - CAC of Fayette County - Youth Targeted RRH,2084,6,Community Action Commission of Fayette County,729,Fayette - CAC of Fayette County - Youth Targeted RRH
Community Action Commission of Fayette County,8,Fayette - CAC of Fayette County - Brick House - ES,22,6,Community Action Commission of Fayette County,3,Fayette - CAC of Fayette County - Brick House - ES
Community Action Commission of Fayette County,8,Fayette - CAC of Fayette County - Fayette Inn - PSH,23,6,Community Action Commission of Fayette County,4,Fayette - CAC of Fayette County - Fayette Inn - PSH
Community Action Commission of Fayette County,8,zzFayette - CAC of Fayette County - CAC Transitional Housing - TH,24,6,Community Action Commission of Fayette County,5,zzFayette - CAC of Fayette County - CAC Transitional Housing - TH
Community Action Commission of Fayette County,8,Fayette - CAC of Fayette County - Destination HOME - PSH,771,6,Community Action Commission of Fayette County,170,Fayette - CAC of Fayette County - Destination HOME - PSH
Community Action Commission of Fayette County,8,Fayette - CAC of Fayette County - HCRP RRH,969,6,Community Action Commission of Fayette County,257,Fayette - CAC of Fayette County - HCRP RRH
Community Action Commission of Fayette County,8,Fayette - CAC of Fayette County - HCRP HP,970,6,Community Action Commission of Fayette County,259,Fayette - CAC of Fayette County - HCRP HP
Community Action Commission of Fayette County,8,Highland - CAC of Fayette County - HCRP HP,972,6,Community Action Commission of Fayette County,260,Highland - CAC of Fayette County - HCRP HP
zzZanesville Metropolitan Housing Authority,80,zzMuskingum - Zanesville MHA - Zanesville MHA Shelter Plus Care TRA Program - PSH,146,24,zzZanesville Metropolitan Housing Authority,45,zzMuskingum - Zanesville MHA - Zanesville MHA Shelter Plus Care TRA Program - PSH
zzTrumbull - Beatitude House,84,zzTrumbull - Beatitude House - House of Blessing Warren - TH,109,25,zzTrumbull - Beatitude House,24,zzTrumbull - Beatitude House - House of Blessing Warren - TH
Sojourners Care Network,855,Vinton - Sojourners Care Network - PSH,1352,99,Sojourners Care Network,421,Vinton - Sojourners Care Network - PSH
Sojourners Care Network,855,Vinton - Sojourners Care Network - RHY BCPes,1375,99,Sojourners Care Network,436,Vinton - Sojourners Care Network - RHY BCPes
Sojourners Care Network,855,Vinton Sojourners Care Network - RHY BCPp,1384,99,Sojourners Care Network,437,Vinton Sojourners Care Network - RHY BCPp
Sojourners Care Network,855,Vinton Sojourners Care Network - RHY SOP - Street Outreach,1385,99,Sojourners Care Network,438,Vinton Sojourners Care Network - RHY SOP - Street Outreach
Sojourners Care Network,855,Vinton - Sojourners Care Network - YHDP SSO - CE AP,1858,99,Sojourners Care Network,556,Vinton - Sojourners Care Network - YHDP SSO - CE AP
Sojourners Care Network,855,Vinton - Sojourners Care Network - YHDP Crisis TH,1859,99,Sojourners Care Network,557,Vinton - Sojourners Care Network - YHDP Crisis TH
Sojourners Care Network,855,Vinton - Sojourners Care Network - RHY TLP - TH,1861,99,Sojourners Care Network,559,Vinton - Sojourners Care Network - RHY TLP - TH
Sojourners Care Network,855,Ross - Sojourners Care Network - SSO - CE AP,2066,99,Sojourners Care Network,716,Ross - Sojourners Care Network - SSO - CE AP
Sojourners Care Network,855,Vinton - Sojourners Care Network - ODH TLP - TH,2198,99,Sojourners Care Network,817,Vinton - Sojourners Care Network - ODH TLP - TH
Sojourners Care Network,855,zzVinton - Sojourners Care Network - ES,856,99,Sojourners Care Network,176,zzVinton - Sojourners Care Network - ES
Sojourners Care Network,855,Vinton - Sojourners Care Network - TH,857,99,Sojourners Care Network,178,Vinton - Sojourners Care Network - TH
"Maumee Valley Guidance Center, Inc.",859,Defiance - Maumee Valley Guidance Center - SSVF HP,1182,100,"Maumee Valley Guidance Center, Inc.",354,Defiance - Maumee Valley Guidance Center - SSVF HP
"Maumee Valley Guidance Center, Inc.",859,Defiance - Maumee Valley Guidance Center - SSVF RRH,860,100,"Maumee Valley Guidance Center, Inc.",179,Defiance - Maumee Valley Guidance Center - SSVF RRH
HM Housing Development Corp.,86,zzLorain - HM Housing Development Corporation - FAITH House - TH,120,26,HM Housing Development Corp.,31,zzLorain - HM Housing Development Corporation - FAITH House - TH
HM Housing Development Corp.,86,Lorain - HM Housing Development Corp - Faith House - PSH,1731,26,HM Housing Development Corp.,505,Lorain - HM Housing Development Corp - Faith House - PSH
HM Housing Development Corp.,86,zzTrumbull - Humility of Mary Housing - Targeted RRH,1917,26,HM Housing Development Corp.,599,zzTrumbull - Humility of Mary Housing - Targeted RRH
HM Housing Development Corp.,86,Trumbull - Humility of Mary Housing - OHFA ERA - not homeless dedicated,2160,26,HM Housing Development Corp.,779,Trumbull - Humility of Mary Housing - OHFA ERA - not homeless dedicated
HM Housing Development Corp.,86,Trumbull - Humility of Mary Housing - ESG-CV RRH,2237,26,HM Housing Development Corp.,854,Trumbull - Humility of Mary Housing - ESG-CV RRH
HM Housing Development Corp.,86,Trumbull - Humility of Mary Housing - ESG-CV HP,2238,26,HM Housing Development Corp.,855,Trumbull - Humility of Mary Housing - ESG-CV HP
HM Housing Development Corp.,86,Trumbull - Humility of Mary Housing - TANF HP,2404,26,HM Housing Development Corp.,966,Trumbull - Humility of Mary Housing - TANF HP
HM Housing Development Corp.,86,Trumbull - Humility of Mary Housing - TANF RRH,2443,26,HM Housing Development Corp.,999,Trumbull - Humility of Mary Housing - TANF RRH
HM Housing Development Corp.,86,Lorain - HM Housing Development Corp - Faith House II - PSH,392,26,HM Housing Development Corp.,98,Lorain - HM Housing Development Corp - Faith House II - PSH
HM Housing Development Corp.,86,Trumbull - Humility of Mary Housing - HCRP RRH,875,26,HM Housing Development Corp.,190,Trumbull - Humility of Mary Housing - HCRP RRH
HM Housing Development Corp.,86,Trumbull - Humility of Mary Housing - HCRP HP,976,26,HM Housing Development Corp.,265,Trumbull - Humility of Mary Housing - HCRP HP
Beatitude House,862,Trumbull - Humility of Mary Housing - SO,1765,26,HM Housing Development Corp.,519,Trumbull - Humility of Mary Housing - SO
Beatitude House,862,"zzMahoning - Beatitude House - A House of Blessing, Youngstown - TH",2329,101,Beatitude House,928,"zzMahoning - Beatitude House - A House of Blessing, Youngstown - TH"
Beatitude House,862,zzMahoning - Beatitude Permanent Supportive Housing Program II,2343,101,Beatitude House,932,zzMahoning - Beatitude Permanent Supportive Housing Program II
Beatitude House,862,Mahoning - Beatitude House - Permanent Supportive Housing Program - PSH,2348,101,Beatitude House,934,Mahoning - Beatitude House - Permanent Supportive Housing Program - PSH
Beatitude House,862,zzMahoning - Beatitude House - CH Permanent Supportive Housing - PSH,2374,101,Beatitude House,953,zzMahoning - Beatitude House - CH Permanent Supportive Housing - PSH
Beatitude House,862,Ashtabula - Beatitude House - House of Blessing - TH,863,101,Beatitude House,181,Ashtabula - Beatitude House - House of Blessing - TH
"Residential Administrators, Inc.",88,"zzLogan County - Residential Administrators, Inc. - ODSA Permanent Housing - PSH",1024,27,"Residential Administrators, Inc.",306,"zzLogan County - Residential Administrators, Inc. - ODSA Permanent Housing - PSH"
"Residential Administrators, Inc.",88,"Logan - Residential Administrators, Inc. - HCRP RRH",1334,27,"Residential Administrators, Inc.",411,"Logan - Residential Administrators, Inc. - HCRP RRH"
"Residential Administrators, Inc.",88,"Logan - Residential Administrators, Inc. - HCRP HP",1335,27,"Residential Administrators, Inc.",412,"Logan - Residential Administrators, Inc. - HCRP HP"
"Residential Administrators, Inc.",88,"Champaign - Residential Administrators, Inc. - HCRP RRH",1336,27,"Residential Administrators, Inc.",413,"Champaign - Residential Administrators, Inc. - HCRP RRH"
"Residential Administrators, Inc.",88,"Champaign - Residential Administrators, Inc. - HCRP HP",1337,27,"Residential Administrators, Inc.",415,"Champaign - Residential Administrators, Inc. - HCRP HP"
"Residential Administrators, Inc.",88,"Logan - Residential Administrators, Inc. - OHFA ERA - not homeless dedicated",2149,27,"Residential Administrators, Inc.",768,"Logan - Residential Administrators, Inc. - OHFA ERA - not homeless dedicated"
"Residential Administrators, Inc.",88,"Logan - Residential Administrators, Inc. - PSH",97,27,"Residential Administrators, Inc.",29,"Logan - Residential Administrators, Inc. - PSH"
"Ottawa County Transitional Housing, Inc.",89,Ottawa - Ottawa County Transitional Housing HUD - Ruth Ann's House - TH - DV,131,28,"Ottawa County Transitional Housing, Inc.",36,Ottawa - Ottawa County Transitional Housing HUD - Ruth Ann's House - TH - DV
Licking County Coalition for Housing,9,zzLicking - Salvation Army of Licking County - HCRP RRH,1018,7,Licking County Coalition for Housing,302,zzLicking - Salvation Army of Licking County - HCRP RRH
Licking County Coalition for Housing,9,Licking - Salvation Army of Licking County - HCRP HP,1019,7,Licking County Coalition for Housing,304,Licking - Salvation Army of Licking County - HCRP HP
Licking County Coalition for Housing,9,Licking - Licking County Coalition for Housing - SSVF RRH,1092,7,Licking County Coalition for Housing,315,Licking - Licking County Coalition for Housing - SSVF RRH
